asylum_residence,time,displaced_population
ukr,2018,1544589
ury,1970,1500
ury,1971,1500
ury,1972,1500
ury,1974,1250
ury,1977,2000
ury,1978,2000
ury,1979,2000
ury,1980,1700
ury,1981,1700
ury,1982,60
ury,1983,150
ury,1985,110
ury,1986,70
ury,1987,110
ury,1988,110
ury,1989,170
ury,1990,167
ury,1991,131
ury,1992,140
ury,1993,163
ury,1994,147
ury,1995,140
ury,1996,147
ury,1997,133
ury,1998,165
ury,1999,88
ury,2000,88
ury,2001,91
ury,2002,99
ury,2003,100
ury,2004,108
ury,2005,130
ury,2006,154
ury,2007,180
ury,2008,184
ury,2009,216
ury,2010,229
ury,2011,225
ury,2012,221
ury,2013,245
ury,2014,328
ury,2015,380
ury,2016,687
ury,2017,8546
ury,2018,18343
usa,1951,350000
usa,1952,500000
usa,1953,500000
usa,1954,500000
usa,1955,500000
usa,1956,500000
usa,1957,500000
usa,1958,500000
usa,1959,500000
usa,1960,500000
usa,1961,500000
usa,1962,500000
usa,1963,500000
usa,1964,500000
usa,1965,510000
usa,1966,500000
usa,1967,480000
usa,1968,498000
usa,1969,500000
usa,1970,500000
usa,1971,530000
usa,1972,530000
usa,1973,530000
usa,1974,530000
usa,1975,530000
usa,1976,500000
usa,1977,684700
usa,1978,734000
usa,1979,734000
usa,1980,403684
usa,1981,537375
usa,1982,620257
usa,1983,655532
usa,1984,626910
usa,1985,492806
usa,1986,398633
usa,1987,365726
usa,1988,377773
usa,1989,411508
usa,1990,464899
usa,1991,513904
usa,1992,579952
usa,1993,623071
usa,1994,631052
usa,1995,623294
usa,1996,607124
usa,1997,563842
usa,1998,533970
usa,1999,524048
usa,2000,895481
usa,2001,911806
usa,2002,881262
usa,2003,803821
usa,2004,684633
usa,2005,549159
usa,2006,967821
usa,2007,365163
usa,2008,348844
usa,2009,339955
usa,2010,270943
usa,2011,278300
usa,2012,282132
usa,2013,348967
usa,2014,455056
usa,2015,559372
usa,2016,712829
usa,2017,929798
usa,2018,1032152
uzb,1993,8000
uzb,1994,8001
uzb,1995,2687
uzb,1996,2960
uzb,1997,3159
uzb,1998,1083
uzb,1999,1020
uzb,2000,39598
uzb,2001,40923
uzb,2002,46107
uzb,2003,45770
uzb,2004,45001
uzb,2005,44542
uzb,2006,1422
uzb,2007,1060
uzb,2008,842
uzb,2009,556
uzb,2010,313
uzb,2011,214
uzb,2012,176
uzb,2013,141
uzb,2014,86828
uzb,2015,86810
uzb,2016,86552
uzb,2017,85575
uzb,2018,79955
various_unknown,1951,158800
various_unknown,1952,165000
various_unknown,1953,168000
various_unknown,1954,168000
various_unknown,1955,170900
various_unknown,1956,167100
various_unknown,1957,159700
various_unknown,1958,144000
various_unknown,1959,154000
various_unknown,1960,152000
various_unknown,1961,147200
various_unknown,1962,142300
various_unknown,1963,125800
various_unknown,1964,125030
various_unknown,1965,262000
various_unknown,1966,137230
various_unknown,1967,180090
various_unknown,1968,150020
various_unknown,1969,97530
various_unknown,1970,21140
various_unknown,1971,2862480
various_unknown,1972,10524160
various_unknown,1973,578810
various_unknown,1974,638000
various_unknown,1975,754280
various_unknown,1976,603370
various_unknown,1977,123360
various_unknown,1978,152200
various_unknown,1979,169660
various_unknown,1980,237250
various_unknown,1981,105390
various_unknown,1982,181410
various_unknown,1983,182720
various_unknown,1984,180770
various_unknown,1985,240090
various_unknown,1986,608840
various_unknown,1987,467810
various_unknown,1988,17760
various_unknown,1989,76388
various_unknown,1990,6174
various_unknown,1991,6882
various_unknown,1992,178078
various_unknown,1993,209961
various_unknown,1994,30635
various_unknown,1995,121234
various_unknown,1996,31862
various_unknown,1997,26108
various_unknown,1998,6444
various_unknown,1999,10681
various_unknown,2000,3920
various_unknown,2001,8594
various_unknown,2002,14258
various_unknown,2003,1618
various_unknown,2004,2327
various_unknown,2005,155
various_unknown,2006,23013
various_unknown,2007,2474
various_unknown,2008,14502
various_unknown,2009,3898
various_unknown,2010,26447
various_unknown,2011,947
various_unknown,2012,761
various_unknown,2013,935
vct,2009,1
vct,2011,1
ven,1969,15000
ven,1970,15000
ven,1971,15000
ven,1972,14700
ven,1973,15400
ven,1974,14350
ven,1977,16000
ven,1978,16000
ven,1979,16000
ven,1980,17800
ven,1981,17000
ven,1982,900
ven,1983,1100
ven,1984,1520
ven,1985,2020
ven,1986,1860
ven,1987,1900
ven,1988,2067
ven,1989,2168
ven,1990,2310
ven,1991,1860
ven,1992,2230
ven,1993,2608
ven,1994,2379
ven,1995,1653
ven,1996,1630
ven,1997,301
ven,1998,172
ven,1999,194
ven,2000,211
ven,2001,370
ven,2002,51077
ven,2003,28541
ven,2004,30507
ven,2005,206321
ven,2006,208474
ven,2007,210509
ven,2008,213097
ven,2009,215702
ven,2010,217406
ven,2011,219391
ven,2012,204560
ven,2013,205413
ven,2014,174027
ven,2015,175754
ven,2016,173111
ven,2017,123686
ven,2018,67395
vgb,2009,6
vgb,2010,2
vgb,2011,2
vgb,2012,2
vgb,2013,3
vnm,1971,57000
vnm,1972,55000
vnm,1973,35000
vnm,1977,60000
vnm,1978,150000
vnm,1979,155000
vnm,1980,33000
vnm,1981,33600
vnm,1982,25960
vnm,1983,21070
vnm,1984,21000
vnm,1985,25000
vnm,1986,27200
vnm,1987,25000
vnm,1988,27000
vnm,1989,23060
vnm,1990,21150
vnm,1991,20148
vnm,1992,17403
vnm,1993,5084
vnm,1994,5000
vnm,1995,34400
vnm,1996,34400
vnm,1997,15000
vnm,1998,15000
vnm,1999,15000
vnm,2000,15945
vnm,2001,15945
vnm,2002,15945
vnm,2003,15360
vnm,2004,2360
vnm,2005,17357
vnm,2006,9557
vnm,2007,9557
vnm,2008,9557
vnm,2009,9557
vnm,2010,12128
vnm,2011,11190
vnm,2012,11500
vnm,2013,11000
vnm,2014,11000
vnm,2015,11000
vnm,2016,11000
vnm,2017,29522
vnm,2018,34110
vut,2007,1
vut,2008,5
vut,2009,4
vut,2010,4
vut,2011,2
vut,2012,2
vut,2013,3
vut,2014,1
vut,2015,1
wsm,2015,3
wsm,2016,3
yem,1977,50
yem,1978,15050
yem,1979,15360
yem,1980,15550
yem,1981,1030
yem,1982,1400
yem,1983,3680
yem,1984,4280
yem,1985,5200
yem,1986,105000
yem,1987,73000
yem,1988,78157
yem,1989,80130
yem,1990,2938
yem,1991,30037
yem,1992,59940
yem,1993,54450
yem,1994,49068
yem,1995,56701
yem,1996,53823
yem,1997,101564
yem,1998,92894
yem,1999,71355
yem,2000,62366
yem,2001,72382
yem,2002,84963
yem,2003,62512
yem,2004,67666
yem,2005,82783
yem,2006,97219
yem,2007,195438
yem,2008,241329
yem,2009,422588
yem,2010,508578
yem,2011,574698
yem,2012,736584
yem,2013,652061
yem,2014,688285
yem,2015,2835816
yem,2016,3280276
yem,2017,2419766
yem,2018,2551472
zaf,1993,250000
zaf,1994,112895
zaf,1995,122131
zaf,1996,23642
zaf,1997,6821
zaf,1998,8435
zaf,1999,14583
zaf,2000,30221
zaf,2001,30033
zaf,2002,75839
zaf,2003,110709
zaf,2004,142984
zaf,2005,169909
zaf,2006,166272
zaf,2007,207670
zaf,2008,270958
zaf,2009,357811
zaf,2010,229735
zaf,2011,277304
zaf,2012,295700
zaf,2013,303344
zaf,2014,576171
zaf,2015,1217726
zaf,2016,309381
zaf,2017,280027
zaf,2018,273473
zmb,1965,5000
zmb,1966,11290
zmb,1967,12340
zmb,1968,14300
zmb,1969,13940
zmb,1970,16000
zmb,1971,18750
zmb,1972,45000
zmb,1973,37310
zmb,1974,40570
zmb,1975,45890
zmb,1976,34070
zmb,1977,65370
zmb,1978,81820
zmb,1979,59340
zmb,1980,57060
zmb,1981,41020
zmb,1982,89530
zmb,1983,103000
zmb,1984,97120
zmb,1985,104310
zmb,1986,138720
zmb,1987,147410
zmb,1988,144718
zmb,1989,140730
zmb,1990,140959
zmb,1991,142976
zmb,1992,145614
zmb,1993,149146
zmb,1994,141126
zmb,1995,133319
zmb,1996,131222
zmb,1997,194748
zmb,1998,173902
zmb,1999,206405
zmb,2000,257165
zmb,2001,285527
zmb,2002,302003
zmb,2003,270638
zmb,2004,220551
zmb,2005,185697
zmb,2006,147227
zmb,2007,123301
zmb,2008,93665
zmb,2009,76190
zmb,2010,57869
zmb,2011,49101
zmb,2012,51509
zmb,2013,54326
zmb,2014,51856
zmb,2015,52599
zmb,2016,57237
zmb,2017,68334
zmb,2018,76009
zwe,1980,50
zwe,1981,5100
zwe,1982,20200
zwe,1983,50390
zwe,1984,50500
zwe,1985,62800
zwe,1986,65180
zwe,1987,135460
zwe,1988,175383
zwe,1989,176120
zwe,1990,190950
zwe,1991,197627
zwe,1992,237863
zwe,1993,109798
zwe,1994,104963
zwe,1995,26166
zwe,1996,660
zwe,1997,806
zwe,1998,1655
zwe,1999,2083
zwe,2000,4195
zwe,2001,9472
zwe,2002,9972
zwe,2003,13277
zwe,2004,6889
zwe,2005,13975
zwe,2006,3815
zwe,2007,4529
zwe,2008,4038
zwe,2009,4640
zwe,2010,4851
zwe,2011,59667
zwe,2012,62740
zwe,2013,67108
zwe,2014,9171
zwe,2015,310593
zwe,2016,10058
zwe,2017,18847
zwe,2018,18861
