origin,time,displaced_population
various_unknown,1995,2166620
various_unknown,1996,1428593
various_unknown,1997,1226584
various_unknown,1998,1250931
various_unknown,1999,1418076
various_unknown,2000,1473441
various_unknown,2001,1258776
various_unknown,2002,566106
various_unknown,2003,573241
various_unknown,2004,584525
various_unknown,2005,325978
various_unknown,2006,523851
various_unknown,2007,381297
various_unknown,2008,445846
various_unknown,2009,634421
various_unknown,2010,438681
various_unknown,2011,428897
various_unknown,2012,359876
various_unknown,2013,278873
various_unknown,2014,550697
various_unknown,2015,1181702
various_unknown,2016,408095
various_unknown,2017,357091
various_unknown,2018,429336
vct,1994,7
vct,1995,7
vct,1996,13
vct,1997,13
vct,1998,24
vct,1999,36
vct,2000,126
vct,2001,241
vct,2002,593
vct,2003,526
vct,2004,393
vct,2005,634
vct,2006,707
vct,2007,1150
vct,2008,1494
vct,2009,1922
vct,2010,1993
vct,2011,2033
vct,2012,1805
vct,2013,1761
vct,2014,1782
vct,2015,1865
vct,2016,1466
vct,2017,1437
vct,2018,1303
ven,1991,1
ven,1992,4
ven,1993,135
ven,1994,502
ven,1995,476
ven,1996,560
ven,1997,608
ven,1998,570
ven,1999,556
ven,2000,647
ven,2001,801
ven,2002,1309
ven,2003,2617
ven,2004,3952
ven,2005,5422
ven,2006,6203
ven,2007,6858
ven,2008,7333
ven,2009,7801
ven,2010,7329
ven,2011,8150
ven,2012,8707
ven,2013,9552
ven,2014,12831
ven,2015,22548
ven,2016,52626
ven,2017,502806
ven,2018,3078183
vgb,2014,1
vnm,1964,10000
vnm,1965,15000
vnm,1966,17000
vnm,1967,20000
vnm,1968,22000
vnm,1969,22000
vnm,1970,20000
vnm,1975,2210
vnm,1976,4000
vnm,1977,14380
vnm,1978,124210
vnm,1979,398050
vnm,1980,397688
vnm,1981,339728
vnm,1982,325343
vnm,1983,328399
vnm,1984,328095
vnm,1985,328727
vnm,1986,326668
vnm,1987,325717
vnm,1988,440379
vnm,1989,457852
vnm,1990,502327
vnm,1991,510947
vnm,1992,534141
vnm,1993,546859
vnm,1994,551971
vnm,1995,549875
vnm,1996,543700
vnm,1997,481731
vnm,1998,435560
vnm,1999,405504
vnm,2000,372354
vnm,2001,358737
vnm,2002,377788
vnm,2003,366119
vnm,2004,352728
vnm,2005,360939
vnm,2006,376590
vnm,2007,329789
vnm,2008,330297
vnm,2009,340678
vnm,2010,339895
vnm,2011,339219
vnm,2012,338411
vnm,2013,316178
vnm,2014,316635
vnm,2015,317792
vnm,2016,333969
vnm,2017,341228
vnm,2018,340072
vut,2000,2
vut,2001,1
vut,2009,2
vut,2010,3
vut,2011,3
vut,2012,1
vut,2013,1
vut,2014,1
vut,2015,2
vut,2016,2
vut,2017,15
vut,2018,51
wlf,2014,1
wlf,2015,1
wlf,2016,1
wsm,1994,1
wsm,1997,1
wsm,1998,1
wsm,1999,1
wsm,2000,3
wsm,2001,10
wsm,2002,5
wsm,2003,5
wsm,2004,1
wsm,2005,3
wsm,2006,5
wsm,2007,3
wsm,2008,4
wsm,2009,1
wsm,2010,3
wsm,2011,1
wsm,2012,13
wsm,2013,10
wsm,2014,11
wsm,2015,14
wsm,2016,12
wsm,2017,10
wsm,2018,42
yem,1978,15000
yem,1979,15000
yem,1980,15001
yem,1981,1
yem,1982,1
yem,1983,1
yem,1984,1
yem,1985,1
yem,1986,100001
yem,1987,70001
yem,1988,77001
yem,1989,77003
yem,1990,8
yem,1991,73
yem,1992,31
yem,1993,39
yem,1994,150
yem,1995,371
yem,1996,1254
yem,1997,1721
yem,1998,1936
yem,1999,2022
yem,2000,2976
yem,2001,2938
yem,2002,2910
yem,2003,2189
yem,2004,1983
yem,2005,1750
yem,2006,1723
yem,2007,78952
yem,2008,102250
yem,2009,252554
yem,2010,318409
yem,2011,356804
yem,2012,496374
yem,2013,403989
yem,2014,425304
yem,2015,2558016
yem,2016,3033438
yem,2017,2187236
yem,2018,2345282
zaf,1966,390
zaf,1967,450
zaf,1968,740
zaf,1969,440
zaf,1970,460
zaf,1971,850
zaf,1972,790
zaf,1973,940
zaf,1974,1380
zaf,1975,1360
zaf,1976,2180
zaf,1977,2395
zaf,1978,4220
zaf,1979,7540
zaf,1980,24250
zaf,1981,24900
zaf,1982,28510
zaf,1983,34610
zaf,1984,38560
zaf,1985,38110
zaf,1986,33220
zaf,1987,26151
zaf,1988,24958
zaf,1989,24237
zaf,1990,14783
zaf,1991,15916
zaf,1992,11416
zaf,1993,9517
zaf,1994,1795
zaf,1995,536
zaf,1996,422
zaf,1997,266
zaf,1998,235
zaf,1999,193
zaf,2000,280
zaf,2001,310
zaf,2002,463
zaf,2003,570
zaf,2004,820
zaf,2005,433
zaf,2006,674
zaf,2007,593
zaf,2008,604
zaf,2009,554
zaf,2010,594
zaf,2011,643
zaf,2012,657
zaf,2013,785
zaf,2014,964
zaf,2015,1304
zaf,2016,1416
zaf,2017,2059
zaf,2018,2862
zmb,1968,15000
zmb,1969,13000
zmb,1970,13000
zmb,1971,10750
zmb,1972,750
zmb,1973,750
zmb,1974,4000
zmb,1975,750
zmb,1976,750
zmb,1979,1000
zmb,1980,1210
zmb,1981,1200
zmb,1982,1800
zmb,1983,1200
zmb,1988,1
zmb,1989,1
zmb,1990,1
zmb,1991,1
zmb,1992,1990
zmb,1993,2038
zmb,1994,1589
zmb,1995,20
zmb,1996,40
zmb,1997,63
zmb,1998,77
zmb,1999,92
zmb,2000,221
zmb,2001,169
zmb,2002,269
zmb,2003,368
zmb,2004,506
zmb,2005,632
zmb,2006,271
zmb,2007,692
zmb,2008,690
zmb,2009,260
zmb,2010,286
zmb,2011,430
zmb,2012,505
zmb,2013,537
zmb,2014,617
zmb,2015,787
zmb,2016,576
zmb,2017,416
zmb,2018,509
zwe,1975,15300
zwe,1976,31220
zwe,1977,76520
zwe,1978,174760
zwe,1979,197640
zwe,1980,250160
zwe,1981,190
zwe,1983,3200
zwe,1984,3760
zwe,1985,4250
zwe,1986,3910
zwe,1987,3830
zwe,1988,1117
zwe,1989,3
zwe,1990,4
zwe,1991,128
zwe,1992,9
zwe,1993,17
zwe,1994,42
zwe,1995,36
zwe,1996,34
zwe,1997,38
zwe,1998,42
zwe,1999,43
zwe,2000,318
zwe,2001,2956
zwe,2002,5191
zwe,2003,10633
zwe,2004,18982
zwe,2005,28577
zwe,2006,13997
zwe,2007,48707
zwe,2008,51639
zwe,2009,23872
zwe,2010,25285
zwe,2011,116084
zwe,2012,121800
zwe,2013,121810
zwe,2014,65097
zwe,2015,78901
zwe,2016,61526
zwe,2017,39367
zwe,2018,32821
